Database	Organism name 	Length	Unpaired Bases	Paired Bases	Pseudoknotted	Pseudoknot order	RNA type	benchmark id	Genus	Core	Coreplus	Shape	Molecola se validata	Descrizione	Reference
CRW	Mesorhizobium sp. BNC1	77	33	44	No	0	tRNA	CRW_t_B_6804	0	(()()())	(()()())	--	No	--	--
CRW	Trichodesmium erythraeum IMS101	74	30	44	No	0	tRNA	CRW_t_B_6805	0	(()()())	(()()())	--	No	--	--
CRW	Granulibacter bethesdensis CGDNIH1	77	33	44	No	0	tRNA	CRW_t_B_6806	0	(()()())	(()()())	--	No	--	--
CRW	Granulibacter bethesdensis CGDNIH1	77	33	44	No	0	tRNA	CRW_t_B_6807	0	(()()())	(()()())	--	No	--	--
CRW	Borrelia afzelii PKo	74	30	44	No	0	tRNA	CRW_t_B_6808	0	(()()())	(()()())	--	No	--	--
CRW	Streptococcus pneumoniae D39	73	29	44	No	0	tRNA	CRW_t_B_6809	0	(()()())	(()()())	--	No	--	--
CRW	Streptococcus pneumoniae D39	73	29	44	No	0	tRNA	CRW_t_B_6810	0	(()()())	(()()())	--	No	--	--
CRW	Oenococcus oeni PSU-1	75	31	44	No	0	tRNA	CRW_t_B_6811	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus delbrueckii subsp. bulgaricus ATCC B	74	30	44	No	0	tRNA	CRW_t_B_6812	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus delbrueckii subsp. bulgaricus ATCC B	77	33	44	No	0	tRNA	CRW_t_B_6813	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus delbrueckii subsp. bulgaricus ATCC B	74	30	44	No	0	tRNA	CRW_t_B_6814	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus delbrueckii subsp. bulgaricus ATCC B	74	30	44	No	0	tRNA	CRW_t_B_6815	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus gasseri ATCC 33323	73	29	44	No	0	tRNA	CRW_t_B_6816	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus gasseri ATCC 33323	73	29	44	No	0	tRNA	CRW_t_B_6817	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus gasseri ATCC 33323	73	29	44	No	0	tRNA	CRW_t_B_6818	0	(()()())	(()()())	--	No	--	--
CRW	Leuconostoc mesenteroides subsp. mesenteroides ATC	74	30	44	No	0	tRNA	CRW_t_B_6819	0	(()()())	(()()())	--	No	--	--
CRW	Leuconostoc mesenteroides subsp. mesenteroides ATC	77	33	44	No	0	tRNA	CRW_t_B_6820	0	(()()())	(()()())	--	No	--	--
CRW	Leuconostoc mesenteroides subsp. mesenteroides ATC	74	30	44	No	0	tRNA	CRW_t_B_6821	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus brevis ATCC 367	75	31	44	No	0	tRNA	CRW_t_B_6822	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus brevis ATCC 367	75	31	44	No	0	tRNA	CRW_t_B_6823	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus brevis ATCC 367	75	31	44	No	0	tRNA	CRW_t_B_6824	0	(()()())	(()()())	--	No	--	--
CRW	Streptococcus thermophilus LMD-9	73	29	44	No	0	tRNA	CRW_t_B_6825	0	(()()())	(()()())	--	No	--	--
CRW	Streptococcus thermophilus LMD-9	73	29	44	No	0	tRNA	CRW_t_B_6826	0	(()()())	(()()())	--	No	--	--
CRW	Streptococcus thermophilus LMD-9	73	29	44	No	0	tRNA	CRW_t_B_6827	0	(()()())	(()()())	--	No	--	--
CRW	Pediococcus pentosaceus ATCC 25745	74	30	44	No	0	tRNA	CRW_t_B_6828	0	(()()())	(()()())	--	No	--	--
CRW	Pediococcus pentosaceus ATCC 25745	74	30	44	No	0	tRNA	CRW_t_B_6829	0	(()()())	(()()())	--	No	--	--
CRW	Pediococcus pentosaceus ATCC 25745	74	30	44	No	0	tRNA	CRW_t_B_6830	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus casei ATCC 334	74	30	44	No	0	tRNA	CRW_t_B_6831	0	(()()())	(()()())	--	No	--	--
CRW	Lactobacillus casei ATCC 334	74	30	44	No	0	tRNA	CRW_t_B_6832	0	(()()())	(()()())	--	No	--	--
CRW	Lactococcus lactis subsp. cremoris SK11	73	29	44	No	0	tRNA	CRW_t_B_6833	0	(()()())	(()()())	--	No	--	--
CRW	Lactococcus lactis subsp. cremoris SK11	73	29	44	No	0	tRNA	CRW_t_B_6834	0	(()()())	(()()())	--	No	--	--
CRW	Rhodococcus sp. RHA1	77	33	44	No	0	tRNA	CRW_t_B_6835	0	(()()())	(()()())	--	No	--	--
CRW	Synechococcus sp. CC9311	74	30	44	No	0	tRNA	CRW_t_B_6836	0	(()()())	(()()())	--	No	--	--
CRW	Haemophilus somnus 129PT	80	36	44	No	0	tRNA	CRW_t_B_6837	0	(()()())	(()()())	--	No	--	--
CRW	Haemophilus somnus 129PT	80	36	44	No	0	tRNA	CRW_t_B_6838	0	(()()())	(()()())	--	No	--	--
CRW	Haemophilus somnus 129PT	80	36	44	No	0	tRNA	CRW_t_B_6839	0	(()()())	(()()())	--	No	--	--
CRW	Francisella tularensis subsp. holarctica OSU18	79	35	44	No	0	tRNA	CRW_t_B_6840	0	(()()())	(()()())	--	No	--	--
CRW	Pseudomonas aeruginosa UCBPP-PA14	74	30	44	No	0	tRNA	CRW_t_B_6841	0	(()()())	(()()())	--	No	--	--
CRW	Pseudomonas aeruginosa UCBPP-PA14	74	30	44	No	0	tRNA	CRW_t_B_6842	0	(()()())	(()()())	--	No	--	--
CRW	Pseudomonas aeruginosa UCBPP-PA14	74	30	44	No	0	tRNA	CRW_t_B_6843	0	(()()())	(()()())	--	No	--	--
CRW	Pseudomonas aeruginosa UCBPP-PA14	74	30	44	No	0	tRNA	CRW_t_B_6844	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia cepacia AMMD	77	33	44	No	0	tRNA	CRW_t_B_6845	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia cepacia AMMD	77	33	44	No	0	tRNA	CRW_t_B_6846	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia cepacia AMMD	77	33	44	No	0	tRNA	CRW_t_B_6847	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia cepacia AMMD	77	33	44	No	0	tRNA	CRW_t_B_6848	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. MR-7	77	33	44	No	0	tRNA	CRW_t_B_6849	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. MR-7	77	33	44	No	0	tRNA	CRW_t_B_6850	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. MR-7	77	33	44	No	0	tRNA	CRW_t_B_6851	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. MR-7	77	33	44	No	0	tRNA	CRW_t_B_6852	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. MR-4	77	33	44	No	0	tRNA	CRW_t_B_6853	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. MR-4	77	33	44	No	0	tRNA	CRW_t_B_6854	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. MR-4	77	33	44	No	0	tRNA	CRW_t_B_6855	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. MR-4	77	33	44	No	0	tRNA	CRW_t_B_6856	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella frigidimarina NCIMB 400	77	33	44	No	0	tRNA	CRW_t_B_6857	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella frigidimarina NCIMB 400	77	33	44	No	0	tRNA	CRW_t_B_6858	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella frigidimarina NCIMB 400	77	33	44	No	0	tRNA	CRW_t_B_6859	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella frigidimarina NCIMB 400	77	33	44	No	0	tRNA	CRW_t_B_6860	0	(()()())	(()()())	--	No	--	--
CRW	Syntrophomonas wolfei subsp. wolfei str. Goettinge	76	32	44	No	0	tRNA	CRW_t_B_6861	0	(()()())	(()()())	--	No	--	--
CRW	Maricaulis maris MCS10	77	33	44	No	0	tRNA	CRW_t_B_6862	0	(()()())	(()()())	--	No	--	--
CRW	Nitrosomonas eutropha C91	77	33	44	No	0	tRNA	CRW_t_B_6863	0	(()()())	(()()())	--	No	--	--
CRW	Alkalilimnicola ehrlichei MLHE-1	77	33	44	No	0	tRNA	CRW_t_B_6864	0	(()()())	(()()())	--	No	--	--
CRW	Arthrobacter sp. FB24	74	30	44	No	0	tRNA	CRW_t_B_6865	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia cenocepacia HI2424	77	33	44	No	0	tRNA	CRW_t_B_6866	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia cenocepacia HI2424	77	33	44	No	0	tRNA	CRW_t_B_6867	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia cenocepacia HI2424	77	33	44	No	0	tRNA	CRW_t_B_6868	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia cenocepacia HI2424	77	33	44	No	0	tRNA	CRW_t_B_6869	0	(()()())	(()()())	--	No	--	--
CRW	Aeromonas hydrophila subsp. hydrophila ATCC 7966	77	33	44	No	0	tRNA	CRW_t_B_6870	0	(()()())	(()()())	--	No	--	--
CRW	Aeromonas hydrophila subsp. hydrophila ATCC 7966	77	33	44	No	0	tRNA	CRW_t_B_6871	0	(()()())	(()()())	--	No	--	--
CRW	Aeromonas hydrophila subsp. hydrophila ATCC 7966	77	33	44	No	0	tRNA	CRW_t_B_6872	0	(()()())	(()()())	--	No	--	--
CRW	Aeromonas hydrophila subsp. hydrophila ATCC 7966	77	33	44	No	0	tRNA	CRW_t_B_6873	0	(()()())	(()()())	--	No	--	--
CRW	Rhodopseudomonas palustris BisA53	77	33	44	No	0	tRNA	CRW_t_B_6874	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. ANA-3	77	33	44	No	0	tRNA	CRW_t_B_6875	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. ANA-3	77	33	44	No	0	tRNA	CRW_t_B_6876	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. ANA-3	77	33	44	No	0	tRNA	CRW_t_B_6877	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. ANA-3	77	33	44	No	0	tRNA	CRW_t_B_6878	0	(()()())	(()()())	--	No	--	--
CRW	Magnetococcus sp. MC-1	77	33	44	No	0	tRNA	CRW_t_B_6879	0	(()()())	(()()())	--	No	--	--
CRW	Solibacter usitatus Ellin6076	77	33	44	No	0	tRNA	CRW_t_B_6880	0	(()()())	(()()())	--	No	--	--
CRW	Arthrobacter aurescens TC1	74	30	44	No	0	tRNA	CRW_t_B_6881	0	(()()())	(()()())	--	No	--	--
CRW	Methanosaeta thermophila PT	73	29	44	No	0	tRNA	CRW_t_A_6882	0	(()()())	(()()())	--	No	--	--
CRW	Syntrophobacter fumaroxidans MPOB	77	33	44	No	0	tRNA	CRW_t_B_6883	0	(()()())	(()()())	--	No	--	--
CRW	Mycobacterium avium 104	78	34	44	No	0	tRNA	CRW_t_B_6884	0	(()()())	(()()())	--	No	--	--
CRW	Mycobacterium smegmatis str. MC2 155	77	33	44	No	0	tRNA	CRW_t_B_6885	0	(()()())	(()()())	--	No	--	--
CRW	Acidothermus cellulolyticus 11B	78	34	44	No	0	tRNA	CRW_t_B_6886	0	(()()())	(()()())	--	No	--	--
CRW	Pelobacter propionicus DSM 2379	77	33	44	No	0	tRNA	CRW_t_B_6887	0	(()()())	(()()())	--	No	--	--
CRW	Pelobacter propionicus DSM 2379	77	33	44	No	0	tRNA	CRW_t_B_6888	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus thuringiensis str. Al Hakam	79	35	44	No	0	tRNA	CRW_t_B_6889	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus thuringiensis str. Al Hakam	79	35	44	No	0	tRNA	CRW_t_B_6890	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus thuringiensis str. Al Hakam	79	35	44	No	0	tRNA	CRW_t_B_6891	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus thuringiensis str. Al Hakam	79	35	44	No	0	tRNA	CRW_t_B_6892	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus thuringiensis str. Al Hakam	79	35	44	No	0	tRNA	CRW_t_B_6893	0	(()()())	(()()())	--	No	--	--
CRW	Bacillus thuringiensis str. Al Hakam	79	35	44	No	0	tRNA	CRW_t_B_6894	0	(()()())	(()()())	--	No	--	--
CRW	Campylobacter fetus subsp. fetus 82-40	77	33	44	No	0	tRNA	CRW_t_B_6895	0	(()()())	(()()())	--	No	--	--
CRW	Campylobacter fetus subsp. fetus 82-40	77	33	44	No	0	tRNA	CRW_t_B_6896	0	(()()())	(()()())	--	No	--	--
CRW	Candidatus Ruthia magnifica str. Cm (Calyptogena m	77	33	44	No	0	tRNA	CRW_t_B_6897	0	(()()())	(()()())	--	No	--	--
CRW	Paracoccus denitrificans PD1222	77	33	44	No	0	tRNA	CRW_t_B_6898	0	(()()())	(()()())	--	No	--	--
CRW	Paracoccus denitrificans PD1222	77	33	44	No	0	tRNA	CRW_t_B_6899	0	(()()())	(()()())	--	No	--	--
CRW	Paracoccus denitrificans PD1222	77	33	44	No	0	tRNA	CRW_t_B_6900	0	(()()())	(()()())	--	No	--	--
CRW	Chlorobium phaeobacteroides DSM 266	75	31	44	No	0	tRNA	CRW_t_B_6901	0	(()()())	(()()())	--	No	--	--
CRW	Hyperthermus butylicus DSM 5456	78	34	44	No	0	tRNA	CRW_t_A_6902	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. W3-18-1	77	33	44	No	0	tRNA	CRW_t_B_6903	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. W3-18-1	77	33	44	No	0	tRNA	CRW_t_B_6904	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. W3-18-1	77	33	44	No	0	tRNA	CRW_t_B_6905	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella sp. W3-18-1	77	33	44	No	0	tRNA	CRW_t_B_6906	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella amazonensis SB2B	77	33	44	No	0	tRNA	CRW_t_B_6907	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella amazonensis SB2B	77	33	44	No	0	tRNA	CRW_t_B_6908	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella amazonensis SB2B	77	33	44	No	0	tRNA	CRW_t_B_6909	0	(()()())	(()()())	--	No	--	--
CRW	Shewanella amazonensis SB2B	77	33	44	No	0	tRNA	CRW_t_B_6910	0	(()()())	(()()())	--	No	--	--
CRW	Nocardioides sp. JS614	77	33	44	No	0	tRNA	CRW_t_B_6911	0	(()()())	(()()())	--	No	--	--
CRW	Psychromonas ingrahamii 37	77	33	44	No	0	tRNA	CRW_t_B_6912	0	(()()())	(()()())	--	No	--	--
CRW	Psychromonas ingrahamii 37	77	33	44	No	0	tRNA	CRW_t_B_6913	0	(()()())	(()()())	--	No	--	--
CRW	Psychromonas ingrahamii 37	77	33	44	No	0	tRNA	CRW_t_B_6914	0	(()()())	(()()())	--	No	--	--
CRW	Psychromonas ingrahamii 37	77	33	44	No	0	tRNA	CRW_t_B_6915	0	(()()())	(()()())	--	No	--	--
CRW	Psychromonas ingrahamii 37	77	33	44	No	0	tRNA	CRW_t_B_6916	0	(()()())	(()()())	--	No	--	--
CRW	Mycobacterium vanbaalenii PYR-1	77	33	44	No	0	tRNA	CRW_t_B_6917	0	(()()())	(()()())	--	No	--	--
CRW	Acidovorax avenae subsp. citrulli AAC00-1	77	33	44	No	0	tRNA	CRW_t_B_6918	0	(()()())	(()()())	--	No	--	--
CRW	Acidovorax avenae subsp. citrulli AAC00-1	77	33	44	No	0	tRNA	CRW_t_B_6919	0	(()()())	(()()())	--	No	--	--
CRW	Marinobacter aquaeolei VT8	77	33	44	No	0	tRNA	CRW_t_B_6920	0	(()()())	(()()())	--	No	--	--
CRW	Marinobacter aquaeolei VT8	77	33	44	No	0	tRNA	CRW_t_B_6921	0	(()()())	(()()())	--	No	--	--
CRW	Mycobacterium sp. KMS	77	33	44	No	0	tRNA	CRW_t_B_6922	0	(()()())	(()()())	--	No	--	--
CRW	Bartonella bacilliformis KC583	77	33	44	No	0	tRNA	CRW_t_B_6923	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia mallei SAVP1	77	33	44	No	0	tRNA	CRW_t_B_6924	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia mallei SAVP1	77	33	44	No	0	tRNA	CRW_t_B_6925	0	(()()())	(()()())	--	No	--	--
CRW	Desulfovibrio vulgaris subsp. vulgaris DP4	77	33	44	No	0	tRNA	CRW_t_B_6926	0	(()()())	(()()())	--	No	--	--
CRW	Desulfovibrio vulgaris subsp. vulgaris DP4	77	33	44	No	0	tRNA	CRW_t_B_6927	0	(()()())	(()()())	--	No	--	--
CRW	Polaromonas naphthalenivorans CJ2	77	33	44	No	0	tRNA	CRW_t_B_6928	0	(()()())	(()()())	--	No	--	--
CRW	Polaromonas naphthalenivorans CJ2	77	33	44	No	0	tRNA	CRW_t_B_6929	0	(()()())	(()()())	--	No	--	--
CRW	Campylobacter jejuni subsp. jejuni 81-176	77	33	44	No	0	tRNA	CRW_t_B_6930	0	(()()())	(()()())	--	No	--	--
CRW	Campylobacter jejuni subsp. jejuni 81-176	77	33	44	No	0	tRNA	CRW_t_B_6931	0	(()()())	(()()())	--	No	--	--
CRW	Acidovorax sp. JS42	77	33	44	No	0	tRNA	CRW_t_B_6932	0	(()()())	(()()())	--	No	--	--
CRW	Acidovorax sp. JS42	77	33	44	No	0	tRNA	CRW_t_B_6933	0	(()()())	(()()())	--	No	--	--
CRW	Verminephrobacter eiseniae EF01-2	77	33	44	No	0	tRNA	CRW_t_B_6934	0	(()()())	(()()())	--	No	--	--
CRW	Halorhodospira halophila SL1	77	33	44	No	0	tRNA	CRW_t_B_6935	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia mallei NCTC 10229	77	33	44	No	0	tRNA	CRW_t_B_6936	0	(()()())	(()()())	--	No	--	--
CRW	Burkholderia mallei NCTC 10229	77	33	44	No	0	tRNA	CRW_t_B_6937	0	(()()())	(()()())	--	No	--	--
CRW	Prochlorococcus marinus str. AS9601	74	30	44	No	0	tRNA	CRW_t_B_6938	0	(()()())	(()()())	--	No	--	--
CRW	Prochlorococcus marinus str. MIT 9515	74	30	44	No	0	tRNA	CRW_t_B_6939	0	(()()())	(()()())	--	No	--	--
CRW	Prochlorococcus marinus str. NATL1A	74	30	44	No	0	tRNA	CRW_t_B_6940	0	(()()())	(()()())	--	No	--	--
CRW	Prochlorococcus marinus str. MIT 9303	74	30	44	No	0	tRNA	CRW_t_B_6941	0	(()()())	(()()())	--	No	--	--
CRW	Methanocorpusculum labreanum Z	73	29	44	No	0	tRNA	CRW_t_A_6942	0	(()()())	(()()())	--	No	--	--
CRW	Methanocorpusculum labreanum Z	73	29	44	No	0	tRNA	CRW_t_A_6943	0	(()()())	(()()())	--	No	--	--
CRW	Cyanophora paradoxa	74	30	44	No	0	tRNA	CRW_t_E_6944	0	(()()())	(()()())	--	No	--	--
CRW	Photobacterium profundum SS9	77	33	44	No	0	tRNA	CRW_t_B_6945	0	(()()())	(()()())	--	No	--	--
CRW	Photobacterium profundum SS9	77	33	44	No	0	tRNA	CRW_t_B_6946	0	(()()())	(()()())	--	No	--	--
CRW	Photobacterium profundum SS9	77	33	44	No	0	tRNA	CRW_t_B_6947	0	(()()())	(()()())	--	No	--	--
CRW	Photobacterium profundum SS9	77	33	44	No	0	tRNA	CRW_t_B_6948	0	(()()())	(()()())	--	No	--	--
CRW	Photobacterium profundum SS9	77	33	44	No	0	tRNA	CRW_t_B_6949	0	(()()())	(()()())	--	No	--	--
CRW	Photobacterium profundum SS9	77	33	44	No	0	tRNA	CRW_t_B_6950	0	(()()())	(()()())	--	No	--	--
CRW	Photobacterium profundum SS9	77	33	44	No	0	tRNA	CRW_t_B_6951	0	(()()())	(()()())	--	No	--	--
CRW	Photobacterium profundum SS9	77	33	44	No	0	tRNA	CRW_t_B_6952	0	(()()())	(()()())	--	No	--	--
CRW	Photobacterium profundum SS9	77	33	44	No	0	tRNA	CRW_t_B_6953	0	(()()())	(()()())	--	No	--	--
CRW	Candida glabrata CBS 138	72	28	44	No	0	tRNA	CRW_t_E_6954	0	(()()())	(()()())	--	No	--	--
CRW	Candida glabrata CBS 138	72	28	44	No	0	tRNA	CRW_t_E_6955	0	(()()())	(()()())	--	No	--	--
CRW	Candida glabrata CBS 138	72	28	44	No	0	tRNA	CRW_t_E_6956	0	(()()())	(()()())	--	No	--	--
CRW	Candida glabrata CBS 138	72	28	44	No	0	tRNA	CRW_t_E_6957	0	(()()())	(()()())	--	No	--	--
CRW	Candida glabrata CBS 138	72	28	44	No	0	tRNA	CRW_t_E_6958	0	(()()())	(()()())	--	No	--	--
CRW	Candida glabrata CBS 138	72	28	44	No	0	tRNA	CRW_t_E_6959	0	(()()())	(()()())	--	No	--	--
CRW	Candida glabrata CBS 138	72	28	44	No	0	tRNA	CRW_t_E_6960	0	(()()())	(()()())	--	No	--	--
CRW	Candida glabrata CBS 138	72	28	44	No	0	tRNA	CRW_t_E_6961	0	(()()())	(()()())	--	No	--	--
CRW	Candida glabrata CBS 138	72	28	44	No	0	tRNA	CRW_t_E_6962	0	(()()())	(()()())	--	No	--	--
CRW	Kluyveromyces lactis NRRL Y-1140	72	28	44	No	0	tRNA	CRW_t_E_6963	0	(()()())	(()()())	--	No	--	--
CRW	Kluyveromyces lactis NRRL Y-1140	72	28	44	No	0	tRNA	CRW_t_E_6964	0	(()()())	(()()())	--	No	--	--
CRW	Kluyveromyces lactis NRRL Y-1140	72	28	44	No	0	tRNA	CRW_t_E_6965	0	(()()())	(()()())	--	No	--	--
CRW	Kluyveromyces lactis NRRL Y-1140	72	28	44	No	0	tRNA	CRW_t_E_6966	0	(()()())	(()()())	--	No	--	--
CRW	Kluyveromyces lactis NRRL Y-1140	72	28	44	No	0	tRNA	CRW_t_E_6967	0	(()()())	(()()())	--	No	--	--
CRW	Kluyveromyces lactis NRRL Y-1140	72	28	44	No	0	tRNA	CRW_t_E_6968	0	(()()())	(()()())	--	No	--	--
CRW	Kluyveromyces lactis NRRL Y-1140	72	28	44	No	0	tRNA	CRW_t_E_6969	0	(()()())	(()()())	--	No	--	--
CRW	Kluyveromyces lactis NRRL Y-1140	72	28	44	No	0	tRNA	CRW_t_E_6970	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6971	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6972	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6973	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6974	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6975	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6976	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6977	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6978	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6979	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6980	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6981	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6982	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6983	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6984	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6985	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6986	0	(()()())	(()()())	--	No	--	--
CRW	Yarrowia lipolytica CLIB122	74	30	44	No	0	tRNA	CRW_t_E_6987	0	(()()())	(()()())	--	No	--	--
CRW	Debaryomyces hansenii CBS767	72	28	44	No	0	tRNA	CRW_t_E_6988	0	(()()())	(()()())	--	No	--	--
CRW	Debaryomyces hansenii CBS767	72	28	44	No	0	tRNA	CRW_t_E_6989	0	(()()())	(()()())	--	No	--	--
CRW	Debaryomyces hansenii CBS767	72	28	44	No	0	tRNA	CRW_t_E_6990	0	(()()())	(()()())	--	No	--	--
CRW	Debaryomyces hansenii CBS767	72	28	44	No	0	tRNA	CRW_t_E_6991	0	(()()())	(()()())	--	No	--	--
CRW	Debaryomyces hansenii CBS767	72	28	44	No	0	tRNA	CRW_t_E_6992	0	(()()())	(()()())	--	No	--	--
CRW	Debaryomyces hansenii CBS767	72	28	44	No	0	tRNA	CRW_t_E_6993	0	(()()())	(()()())	--	No	--	--
CRW	Debaryomyces hansenii CBS767	72	28	44	No	0	tRNA	CRW_t_E_6994	0	(()()())	(()()())	--	No	--	--
CRW	Debaryomyces hansenii CBS767	72	28	44	No	0	tRNA	CRW_t_E_6995	0	(()()())	(()()())	--	No	--	--
CRW	Debaryomyces hansenii CBS767	72	28	44	No	0	tRNA	CRW_t_E_6996	0	(()()())	(()()())	--	No	--	--
CRW	Desulfotalea psychrophila LSv54	74	30	44	No	0	tRNA	CRW_t_B_6997	0	(()()())	(()()())	--	No	--	--
CRW	Desulfotalea psychrophila LSv54	74	30	44	No	0	tRNA	CRW_t_B_6998	0	(()()())	(()()())	--	No	--	--
CRW	Desulfotalea psychrophila LSv54	74	30	44	No	0	tRNA	CRW_t_B_6999	0	(()()())	(()()())	--	No	--	--
CRW	Desulfotalea psychrophila LSv54	74	30	44	No	0	tRNA	CRW_t_B_7000	0	(()()())	(()()())	--	No	--	--
CRW	Desulfotalea psychrophila LSv54	74	30	44	No	0	tRNA	CRW_t_B_7001	0	(()()())	(()()())	--	No	--	--
CRW	Desulfotalea psychrophila LSv54	74	30	44	No	0	tRNA	CRW_t_B_7002	0	(()()())	(()()())	--	No	--	--
CRW	Acinetobacter sp. ADP1	77	33	44	No	0	tRNA	CRW_t_B_7003	0	(()()())	(()()())	--	No	--	--
CRW	Acinetobacter sp. ADP1	77	33	44	No	0	tRNA	CRW_t_B_7004	0	(()()())	(()()())	--	No	--	--
CRW	Acinetobacter sp. ADP1	77	33	44	No	0	tRNA	CRW_t_B_7005	0	(()()())	(()()())	--	No	--	--
CRW	Azoarcus sp. EbN1	77	33	44	No	0	tRNA	CRW_t_B_7006	0	(()()())	(()()())	--	No	--	--
CRW	Azoarcus sp. EbN1	77	33	44	No	0	tRNA	CRW_t_B_7007	0	(()()())	(()()())	--	No	--	--
CRW	Bacteroides fragilis NCTC 9343	74	30	44	No	0	tRNA	CRW_t_B_7008	0	(()()())	(()()())	--	No	--	--
CRW	Bacteroides fragilis NCTC 9343	77	33	44	No	0	tRNA	CRW_t_B_7009	0	(()()())	(()()())	--	No	--	--
